kew_id,taxon_name_binom,authors,Full name,Author,taxon_name_auth,pg_2C,pg_1C,Mbp_2C,Mbp_1C,Mbp_1Cx,Ploidy,Chromosome_number_2n,GC_%,Locality,Latitude,Longitude,Altitude_m,Collector,FCM method,FCM standard,Sample/standard ratio with DAPI (mean),CV (%),sample/standard ratio with PI (mean),CV (%),mean DAPI/PI,CV (%),Data source,from GB material,DB
154715-2,Matricaria chamomilla,L.,Matricaria chamomilla,L.,Matricaria chamomilla L.,8.54,4.27,8354.65,4177.33,2088.66,4,36,38.89477088,"Czech Republic, Moravia, Drásov (distr. Brno-venkov): 550 m E of the church in the village, close to the road, ruderalized place","49°19'52""N","16°29'05""E",280,P. Šmarda,lh-3,B.p.,2.793642575,1.09273227,2.703869365,1.320966641,1.033201756,0.8272217,Šmarda et al. 2019,n,Šmarda et al. 2019
154715-2,Matricaria chamomilla,L.,Matricaria chamomilla,L.,Matricaria chamomilla L.,4.92,2.46,4813.61,2406.81,2406.81,2,18,39.06212452,"Czech Republic, Moravia, Unín (distr. Brno-venkov): 440 m SSW of the church in the village, edge of a fallow field","49°22'44.0""N","16°29'21.7""E",455,P. Šmarda,lh-3,B.p.,1.595884399,0.300524428,1.557859708,1.175360185,1.024515612,1.35868709,Šmarda et al. 2019,n,Šmarda et al. 2019
154716-2,Matricaria discoidea,DC.,Matricaria discoidea,DC.,Matricaria discoidea DC.,4.41,2.2,4311.22,2155.61,2155.61,2,18,40.23424755,"Czech Republic, Moravia, Budkovice (distr. Brno-venkov): 920 m ESE of the church in the village, unpaved road through a meadow","49°04'12""N","16°21'25""E",210,O. Knápek & E. Lajkepová,lh-1,P.s.,0.596217088,0.344182737,0.549811111,1.694901448,1.084403491,0.203069469,Šmarda et al. 2019,n,Šmarda et al. 2019
17145680-1,Matteuccia struthiopteris,(L.) Tod.,Matteuccia struthiopteris,(L.) Tod.,Matteuccia struthiopteris (L.) Tod.,24.21,12.1,23674.01,11837,11837,2,80,45.60588581,"Czech Republic, Silesia, Kunov (distr. Bruntál): Kunov Nature Reserve, along the road to Široká Niva, 1.1 km NW of the railway station, forest fringe","50°02'38""N","17°30'21""E",415,O. Knápek,lh-6,P.s.,2.434398338,1.040467632,3.019156377,0.841810003,0.806346909,1.216967681,Šmarda et al. 2019,n,Šmarda et al. 2019
506268-1,Medicago lupulina,L.,Medicago lupulina,L.,Medicago lupulina L.,1.19,0.6,1165.65,582.83,582.83,2,16,37.25132451,"Czech Republic, Moravia, Drásov (distr. Brno-venkov): 520 m NE of the church in the village, sandy marging of an unpaved road","49°20'07""N","16°28'58""E",270,P. Šmarda,lh-3,C.a.,1.402431982,0.127125651,1.457194481,0.849068774,0.962458804,0.726676924,Šmarda et al. 2019,n,Šmarda et al. 2019
30234961-2,Medicago sativa,L.,Medicago sativa,L.,Medicago sativa L.,3.21,1.6,3135.43,1567.71,783.86,4,32,37.87681711,"Czech Republic, Moravia, Brno-?e?kovice (distr. Brno-m?sto): grounds of the former military barracks, 650 m WSW of the church in the village, ruderal mown grassland","49°15'01""N","16°34'22""E",311,O. Knápek,lh-1,L.e.,1.926939345,0.119393898,1.847840239,0.588177229,1.04283077,0.611277882,Šmarda et al. 2019,n,Šmarda et al. 2019
805620-1,Melampyrum arvense,L.,Melampyrum arvense,L.,Melampyrum arvense L.,13.44,6.72,13148.19,6574.1,6574.1,2,18,42.27968924,"Czech Republic, Moravia, Mikulov (distr. B?eclav): N top of Šibeni?ník hill (238 m), 1.4 km SSE-S of the railway station, steppe grassland","48°47'22""N","16°37'48""E",230,J. Danihelka,lh-1,P.s.,1.631300195,1.048001975,1.676794702,0.710977922,0.972860909,0.609344999,Šmarda et al. 2019,n,Šmarda et al. 2019
805650-1,Melampyrum cristatum,L.,Melampyrum cristatum,L.,Melampyrum cristatum L.,10.55,5.28,10322.28,5161.14,5161.14,2,18,43.71484833,"Czech Republic, Moravia, Klentnice (distr. B?eclav): 1.1 km ENE of the church in Bavory, S foothill of Stolová hora hill, along the green-marked tourist path","48°50'15""N","16°38'13""E",360,P. Veselý & O. Knápek,lh-1,P.s.,1.183112096,0.388081188,1.316404429,0.515076327,0.898761269,0.651775812,Šmarda et al. 2019,n,Šmarda et al. 2019
805713-1,Melampyrum pratense,L.,Melampyrum pratense,L.,Melampyrum pratense L.,13.92,6.96,13610.54,6805.27,6805.27,2,18,43.78247178,"Czech Republic, Moravia, Jina?ovice (distr. Brno-venkov): 640 m SE of Velká Baba hill, acidophilous thermophilous oak-hornbeam forest","49°15'29""N","16°33'25""E",354,P. Šmarda & A. B?ezinová,lh-1,P.s.,1.554086248,0.652296687,1.735757422,0.667521403,0.895354282,0.765471442,Šmarda et al. 2019,n,Šmarda et al. 2019
805713-1,Melampyrum pratense,L.,Melampyrum pratense,L.,Melampyrum pratense L.,14.02,7.01,13712.88,6856.44,6856.44,2,18,43.85295561,"Czech Republic, Bohemia, Horní Planá-P?ední Zvonková (distr. ?eský Krumlov): Házl?v k?íž peat-bog, 2 km ESE of the church in the former settlement of Zadní Zvonková","48°42'60""N","14°00'31""E",772,V. Grulich,lh-1,P.s.,1.5596084,0.768580277,1.748809924,1.389034898,0.891811271,0.553319631,Šmarda et al. 2019,n,Šmarda et al. 2019
805739-1,Melampyrum sylvaticum,L.,Melampyrum sylvaticum,L.,Melampyrum sylvaticum L.,8.42,4.21,8233.23,4116.61,4116.61,2,18,42.64862477,"Czech Republic, Moravia, Ku?im (distr. Brno-venkov): along the road to Lip?vka, margin of an oak forest","49°19'12.452""N","16°33'10.403""E",321,P. Šmarda,lh-1,B.p.,2.260500886,0.339898876,2.664572364,0.527465821,0.848359923,0.208933126,Šmarda et al. 2019,n,Šmarda et al. 2019
408086-1,Melica nutans,L.,Melica nutans,L.,Melica nutans L.,5.39,2.7,5271.5,2635.75,2635.75,2,18,47.99539018,"Czech Republic, Moravia, K?tiny (distr. Blansko): U Výpustku Nature Reserve, 1.9 km ESE of the church in the village, species-rich beech forest on limestone, small colony","49°17'34.8""N","16°43'05.3""E",320,P. Šmarda,lh-1,P.s.,0.469225402,0.547402565,0.672276389,0.770821731,0.698008741,1.259956352,Šmarda et al. 2019,n,Šmarda et al. 2019
408184-1,Melica uniflora,Retz.,Melica uniflora,Retz.,Melica uniflora Retz.,4.62,2.31,4517.88,2258.94,2258.94,2,18,46.31535922,"Czech Republic, Moravia, Pop?vky (distr. Brno-venkov): 720 m ENE of the Kývalka highway exit, along the yellow-marked tourist path, oak-beech forest, larger colony","49°11'26""N","16°27'16""E",420,P. Šmarda,lh-1,P.s.,0.44542604,1.166391048,0.576166947,1.060943367,0.773200631,2.166174343,Šmarda et al. 2019,n,Šmarda et al. 2019
156656-2,Melilotus albus,Medik.,Melilotus albus,Medik.,Melilotus albus Medik.,2.19,1.1,2143.03,1071.51,1071.51,2,16,38.19143684,"Czech Republic, Moravia, Brno-Královo Pole (distr. Brno-m?sto): 560 m NE of the P. Marie Pomocnice k?es?an? church, causeway of Královopolská street near the Hradecká street flyover","49°13'13""N","16°34'54""E",253,O. Knápek,lh-1,B.p.,0.742222237,0.148403921,0.693561154,0.409278247,1.0701612,0.362599092,Šmarda et al. 2019,n,Šmarda et al. 2019
506901-1,Melilotus altissimus,Thuill.,Melilotus altissimus,Thuill.,Melilotus altissimus Thuill.,2.61,1.3,2548.99,1274.5,1274.5,2,16,39.00849429,"Czech Republic, Moravia, Velká nad Veli?kou (distr. Hodonín): Zahrady pod Hájem National Reserve, 1.2 km NNE of the church in the village, meadow","48°53'27""N","17°31'41""E",318,P. Šmarda,lh-1,B.p.,0.847358631,1.078545089,0.824946967,1.976181576,1.027294651,0.994753214,Šmarda et al. 2019,n,Šmarda et al. 2019
450084-1,Melissa officinalis,L.,Melissa officinalis,L.,Melissa officinalis L.,1.73,0.86,1689.81,844.9,422.45,4,32,40.77442298,"Czech Republic, Moravia, Brno-Bystrc (distr. Brno-m?sto): cultivated in a private garden in Údolí oddechu street","49°13'08""N","16°31'36""E",233,O. Knápek,lh-3,G.m.,0.71849075,1.013016668,0.832051694,2.01733741,0.863636308,1.040833213,Šmarda et al. 2019,n,Šmarda et al. 2019
450128-1,Melittis melissophyllum,L.,Melittis melissophyllum,L.,Melittis melissophyllum L.,0.96,0.48,937.08,468.54,234.27,4,30,39.0471816,"Czech Republic, Moravia, Boleradice (distr. B?eclav): 1.25 km of the church in the village, herb-rich beech forest","48°58'08""N","16°47'49""E",235,O. Knápek,lh-1,O.s.,1.535106127,1.856817888,1.205030538,1.716104699,1.273914709,1.08199569,Šmarda et al. 2019,n,Šmarda et al. 2019
450192-1,Mentha aquatica,L.,Mentha aquatica,L.,Mentha aquatica L.,2.62,1.31,2567.24,1283.62,320.9,8,96,39.16648263,"Czech Republic, Moravia, Sedlec u Mikulova (distr. B?eclav): Slanisko u Nesytu Nature Reserve, 120 m N of the railway station, saline meadow","48°46'31""N","16°41'59""E",175,P. Šmarda & O. Knápek,lh-1,L.e.,1.47934442,1.706491616,1.512981437,1.255323519,0.977770663,1.206586531,Šmarda et al. 2019,n,Šmarda et al. 2019
30026217-2,Mentha arvensis,L.,Mentha arvensis,L.,Mentha arvensis L.,2.09,1.05,2045.39,1022.69,340.9,6,72,39.61067672,"Czech Republic, Bohemia, Horní Planá-P?ední Zvonková (distr. ?eský Krumlov): Házl?v k?íž peat-bog, 2 km ESE of the church in the former settlement of Zadní Zvonková","48°42'60""N","14°00'31""E",770,V. Grulich,lh-1,B.p.,0.659535936,0.734650474,0.661961604,1.532155954,0.996335637,0.479488052,Šmarda et al. 2019,n,Šmarda et al. 2019
451022-1,Mentha pulegium,L.,Mentha pulegium,L.,Mentha pulegium L.,0.67,0.34,659.38,329.69,329.69,2,20,39.40225908,"Hortus Botanicus T?ebo?, Czech Republic (cultivation vat nr. 86)",,,,P. Šmarda & J. Navrátilová,lh-2,C.a.,0.712848078,0.44744176,0.824299284,0.516404742,0.864797697,0.322700211,Šmarda et al. 2019,n,Šmarda et al. 2019
451162-1,Mentha spicata,L.,Mentha spicata,L.,Mentha spicata L.,1.49,0.74,1455.28,727.64,363.82,4,48,38.29142412,"Czech Republic, Bohemia, Dolní Lhota (distr. Jind?ich?v Hradec): Nežárka river embankment, between the village and the Va?k?v mlýn mill, ruderal place","49°04'10""N","14°56'43""E",450,"P. Šmarda, J. Návrátil, J. Navrátilová",lh-3,L.e.,0.876064482,0.407829165,0.857657173,1.75945103,1.021656802,1.466024921,Šmarda et al. 2019,n,Šmarda et al. 2019
50970102-1,Menyanthes trifoliata,L.,Menyanthes trifoliata,L.,Menyanthes trifoliata L.,3.01,1.5,2939.83,1469.92,489.97,6,54,39.62423824,"Botanical Garden of the Faculty of Science, Masaryk University, Brno, Czech Republic",,,,"A. B?ezinová, H. Steigerová",lh-1,L.e.,1.65490654,0.838466137,1.732567842,1.56240463,0.955247608,0.724755434,Šmarda et al. 2019,n,Šmarda et al. 2019
352179-1,Mercurialis annua,L.,Mercurialis annua,L.,Mercurialis annua L.,1.06,0.53,1039.33,519.67,519.67,2,16,35.29899142,"Czech Republic, Moravia, Brno-?e?kovice (distr. Brno-m?sto): grounds of the former military barracks, 1070 m W of the church in the village, soil heaps","49°15'10""N","16°34'02""E",315,P. Šmarda,lh-1,L.e.,0.722748663,0.771382312,0.61252173,0.450355349,1.179957538,0.659508069,Šmarda et al. 2019,n,Šmarda et al. 2019
352179-1,Mercurialis annua,L.,Mercurialis annua,L.,Mercurialis annua L.,1.18,0.59,1157.34,578.67,578.67,2,16,36.30377045,"Czech Republic, Moravia, Brno-Nový Lískovec (distr. Brno-m?sto): 1.46 km NNW of sv. Jan Nepomucký church in Brno-Starý Lískovec, intersection of Petra K?ivky a Rybnická streets, in pavement joints","49°10'42""N","16°33'46""E",282,O. Knápek,lh-3,L.e.,0.767378878,0.479703207,0.68207036,1.419220341,1.125387907,1.897067243,Šmarda et al. 2019,n,Šmarda et al. 2019
352211-1,Mercurialis perennis,L.,Mercurialis perennis,L.,Mercurialis perennis L.,6.44,3.22,6298.39,3149.19,629.84,10,80,37.49921077,"Czech Republic, Moravia, Brno-Kohoutovice (distr. Brno-m?sto): Údolí kohoutovického potoka Nature Reserve","49°11'36.763""N","16°33'25.906""E",272,P. Veselý,,L.e.,3.943258679,0.361219763,3.711903772,0.58600033,1.06232783,NA,Veselý et al. 2012,n,Šmarda et al. 2019
844931-1,Meum athamanticum,Jacq.,Meum athamanticum,Jacq.,Meum athamanticum Jacq.,1.41,0.71,1383.55,691.78,691.78,2,22,37.89548728,"Czech Republic, Bohemia, Vortová-Lhoty (distr. Chrudim): cultivated near a chalet near the Lhoty settlement","49°42'41""N","15°56'44""E",690,P. Bureš,lh-1,G.m.,0.681119894,0.756366104,0.681252616,0.601885108,0.999806986,0.516430415,Šmarda et al. 2019,n,Šmarda et al. 2019
408599-1,Milium effusum,L.,Milium effusum,L.,Milium effusum L.,8.3,4.15,8112.62,4056.31,2028.15,4,28,46.75270298,"Czech Republic, Moravia, Vranov (distr. Brno-venkov): 1 km SE of the church in the village, between forest track (green-marked tourist path) and the road to Brno-Út?chov, beech forest with scattered spruce, scatterd","49°18'11""N","16°37'24""E",490,P. Šmarda,lh-1,L.e.,3.074014162,0.188175944,4.781107025,0.191593353,0.642950324,0.011358779,Šmarda et al. 2019,n,Šmarda et al. 2019
155772-1,Moehringia trinervia,(L.) Clairv.,Moehringia trinervia,(L.) Clairv.,Moehringia trinervia (L.) Clairv.,2.49,1.24,2433.65,1216.83,1216.83,2,24,38.29043067,"Czech Republic, Moravia, Horní B?e?kov-?ížov (distr. Znojmo): 1.4 km SW of the chapel in the cemetery in ?ížov, fringe of the road to the border crossing","48°51'58""N","15°51'45""E",425,P. Šmarda & O. Knápek,lh-1,B.p.,0.838747602,0.434368189,0.787619439,1.13004038,1.064914806,0.384382892,Šmarda et al. 2019,n,Šmarda et al. 2019
98382-3,Molinia caerulea,(L.) Moench,Molinia caerulea,(L.) Moench,Molinia caerulea (L.) Moench,3.04,1.52,2977.18,1488.59,744.3,4,36,47.13449161,"Hortus Botanicus T?ebo?, Czech Republic (cultivation vat nr. 2)",,,,P. Šmarda & J. Navrátilová,lh-2,G.m.,0.88347708,1.141659736,1.465945069,2.310851522,0.602885538,2.23531148,Šmarda et al. 2019,n,Šmarda et al. 2019
98382-3,Molinia caerulea,(L.) Moench,Molinia caerulea,(L.) Moench,Molinia caerulea (L.) Moench,3.13,1.56,3060.9,1530.45,765.22,4,36,47.26769963,"Czech Republic, Bohemia, Krkonoše Mts., Rokytno v Krkonoších (distr. Semily): main mountain ridge, Labská louka alpine meadow","50°46'17""N","15°32'08""E",1375,P. Šmarda,lh-3,L.e.,1.123955338,1.114683802,1.803915347,1.905751706,0.623170131,1.45492451,Šmarda et al. 2019,n,Šmarda et al. 2019
331307-1,Moneses uniflora,(L.) A. Gray,Moneses uniflora,(L.) A. Gray,Moneses uniflora (L.) A. Gray,17.08,8.54,16705.68,8352.84,8352.84,2,26,43.10048903,"Czech Republic, Bohemia, Krkonoše Mts., Pec pod Sn?žkou (distr. Trutnov): SW slope of Sn?žka Mt., Dolní Rudník site, mountain spruce-beech forest","50°43'50""N","15°43'52""E",1100,"P. Šmarda, O. Knápek, V. Grulich",lh-1,V.f.,0.645854148,0.653796419,0.717817425,0.739892389,0.899747102,0.883637173,Šmarda et al. 2019,n,Šmarda et al. 2019
854688-1,Morus nigra,L.,Morus nigra,L.,Morus nigra L.,6.74,3.37,6595.43,3297.71,299.79,22,308,37.30954724,"Cultivated in a private garden in Brno-Malom??ice, Podzimní street (cultivar Trnavská)","49°13'20""N","16°39'14""E",240,P. Veselý,lh-3 + cfg,B.p.,2.385245906,1.062765843,2.134520351,1.664256262,1.117540008,0.667790671,Šmarda et al. 2019,n,Šmarda et al. 2019
1027825-2,Muscari botryoides,(L.) Mill.,Muscari botryoides,(L.) Mill.,Muscari botryoides (L.) Mill.,17.29,8.65,16914.09,8457.04,4228.52,4,36,47.21059021,"Czech Republic, Bohemia, Slavkov (distr. ?eský Krumlov): mesophilous meadow 750 m NW of the church in the village","48°46'09""N","14°14'09""E",792,V. Grulich,lh-3,V.f.,0.515049446,0.391294224,0.726772524,0.821361653,0.708680404,0.476396996,Šmarda et al. 2019,n,Šmarda et al. 2019
538476-1,Muscari comosum,(L.) Mill.,Muscari comosum,(L.) Mill.,Muscari comosum (L.) Mill.,10.79,5.4,10555.52,5277.76,5277.76,2,18,46.52103215,"Czech Republic, Moravia, Tvarožná (distr. Brno-venkov): S tip of the Velatická slepencová strá? Nature Monument, 670 m SSE of the chapel in Velatice, forest on conglomerate rocks","49°11'29""N","16°45'19""E",250,P. Veselý,lh-1,V.f.,0.335110028,1.12313153,0.45355455,1.743322314,0.738852753,0.64424778,Šmarda et al. 2019,n,Šmarda et al. 2019
233981-1,Mycelis muralis,(L.) Dumort.,Mycelis muralis,(L.) Dumort.,Mycelis muralis (L.) Dumort.,3.23,1.61,3154.48,1577.24,1577.24,2,18,39.03434551,"Czech Republic, Moravia, Jina?ovice (distr. Brno-venkov): forest roads/paths crossing 400 m S(-SE) of Velká Baba hill, acidophilous oak forest","49°15'31""N","16°33'09""E",400,P. Šmarda,lh-2,G.m.,1.466910022,0.288804055,1.553248497,1.753246233,0.944586027,1.568150378,Šmarda et al. 2019,n,Šmarda et al. 2019
118914-1,Myosotis arvensis,(L.) Hill,Myosotis arvensis,(L.) Hill,Myosotis arvensis (L.) Hill,1.5,0.75,1464.61,732.3,244.1,6,56,39.17944411,"Czech Republic, Moravia, Bernartice nad Odrou (distr. Nový Ji?ín): 1.2 km NNW of the church in the village, fringe of an arable field","49°37'08""N","17°56'30""E",270,O. Knápek,lh-1,G.m.,0.676219367,0.595569425,0.721163931,1.098080878,0.937677743,0.542373005,Šmarda et al. 2019,n,Šmarda et al. 2019
118996-1,Myosotis discolor,Pers.,Myosotis discolor,Pers.,Myosotis discolor Pers.,1.3,0.65,1268.27,634.13,211.38,6,72,39.19548707,"Czech Republic, Moravia, Senorady (distr. Brno-venkov): 1.85 km WNW of the church in the village, P?ídavky site (line above the upper edge of the valley of Jihlava)","49°07'52""N","16°13'17""E",365,J. Danihelka,lh-1,L.e.,0.729741383,0.474396944,0.747442731,0.804087109,0.976334695,0.329575607,Šmarda et al. 2019,n,Šmarda et al. 2019
118996-1,Myosotis discolor,Pers.,Myosotis discolor,Pers.,Myosotis discolor Pers.,1.25,0.63,1225.55,612.77,204.26,6,72,38.86587663,"Czech Republic, Moravia, Lhánice (distr. T?ebí?): W slope of Kozének hill, 1.2 km E of the bell tower in the village, moderately dry meadow","49°06'32""N","16°14'07""E",352,J. Danihelka,lh-3,L.e.,0.716963151,0.912854677,0.722266821,1.162380472,0.992723796,1.23175192,Šmarda et al. 2019,n,Šmarda et al. 2019
119209-1,Myosotis ramosissima,Rochel,Myosotis ramosissima,Rochel,Myosotis ramosissima Rochel,0.94,0.47,920.79,460.4,230.2,4,48,39.58681071,"Czech Republic, Moravia, Mohelno (distr. T?ebí?): area of a neolitic settlement, ca 3 km NNE of the church in the village, meadow","49°08'23""N","16°12'17""E",340,J. Danihelka & O. Knápek,lh-5,L.e.,0.519358905,0.288496836,0.542661569,0.579169339,0.957077958,0.595782498,Šmarda et al. 2019,n,Šmarda et al. 2019
30001891-2,Myosurus minimus,L.,Myosurus minimus,L.,Myosurus minimus L.,2.16,1.08,2109.71,1054.86,1054.86,2,16,41.4510199,"Hortus Botanicus T?ebo?, Czech Republic",,,,O. Knápek & J. Navrátilová,lh-1,B.p.,0.617893366,0.663689279,0.682779808,1.58739992,0.905058462,0.967985376,Šmarda et al. 2019,n,Šmarda et al. 2019
430392-1,Myriophyllum alterniflorum,DC.,Myriophyllum alterniflorum,DC.,Myriophyllum alterniflorum DC.,0.45,0.23,444.87,222.44,222.44,2,14,36.36162987,"Czech Republic, Bohemia, Smolná Pec (distr. Prachatice): watercourse of the Vltava river","48°51'15.9""N","13°53'49.9""E",715,Vit Grulich,lh-1,C.a.,0.558639134,0.457647361,0.55613776,1.058928084,1.004575566,1.185443057,Šmarda et al. 2019,n,Šmarda et al. 2019
430465-1,Myriophyllum spicatum,L.,Myriophyllum spicatum,L.,Myriophyllum spicatum L.,1.59,0.79,1554.08,777.04,259.01,6,42,38.01653193,"Czech Republic, Bohemia, Kynšperk nad Oh?í-Chotíkov (distr. Cheb): 300 m S of the crossroads in the centre of settlement, watercourse of the Oh?e river","50°06'57""N","12°30'18""E",418,V. Grulich,lh-1,B.p.,0.542924728,0.895106808,0.502956679,1.389686326,1.079466187,0.644107085,Šmarda et al. 2019,n,Šmarda et al. 2019
430479-1,Myriophyllum verticillatum,L.,Myriophyllum verticillatum,L.,Myriophyllum verticillatum L.,0.94,0.47,916.25,458.12,229.06,4,28,39.51741002,"Czech Republic, Bohemia, Hrad?any (distr. ?eská Lípa): Hrad?anské rybníky Nature Reserve, S part of the Držník pond","50°36'39""N","14°43'15""E",274,"H. Prokešová, J. Procházková & E. Lajkepová",lh-3,O.s.,1.465555941,0.812784609,1.17823822,1.713456382,1.243853675,0.474353837,Šmarda et al. 2019,n,Šmarda et al. 2019
845120-1,Myrrhis odorata,(L.) Scop.,Myrrhis odorata,(L.) Scop.,Myrrhis odorata (L.) Scop.,1.45,0.73,1421.88,710.94,710.94,2,22,37.98376085,"Czech Republic, Bohemia, Želnava (distr. Prachatice): 0.8 km SE of the church in the village, shrubs along a road","48°48'25""N","13°58'10""E",777,V. Grulich,lh-1,C.a.,1.65048461,0.175866828,1.77750192,0.27112705,0.928541675,0.648650985,Šmarda et al. 2019,n,Šmarda et al. 2019
321282-2,Najas marina,L.,Najas marina,L.,Najas marina L.,23.31,11.66,22798.53,11399.27,11399.27,2,12,43.38626097,"Hungary, Tihany Peninsula, Diós: shallow shore of the Balaton freswater lake, scattered","46°55'27.3""N","17°52'07.8""E",97,P. Šmarda,,P.s.,2.661479546,0.842592816,2.907506188,1.346544738,0.915424265,0.517513564,Šmarda et al. 2014,n,Šmarda et al. 2019
409307-1,Nardus stricta,L.,Nardus stricta,L.,Nardus stricta L.,3.66,1.83,3578.39,1789.19,1789.19,2,26,47.07593692,"Czech Republic, Bohemia, Bor u Skut?e (distr. Chrudim): 700 m NW of the village centre (parking place), edge of a forest track in a pine forest on acidic sandstone, scattered","49°49'32""N","16°07'11""E",450,P. Šmarda,lh-1,P.s.,0.336947082,0.117870914,0.456353155,2.223346573,0.738586884,2.191892499,Šmarda et al. 2019,n,Šmarda et al. 2019
538658-1,Narthecium ossifragum,(L.) Huds.,Narthecium ossifragum,(L.) Huds.,Narthecium ossifragum (L.) Huds.,0.85,0.43,833.81,416.9,416.9,2,26,44.39316268,"Norway, Lofoten islands, Moskenes: 1.7 km ESE of the church in the village, SE surrounding of the Stuvdalsvatnet lake","67°53'50.5""N","13°00'28.7""E",110,P. Šmarda & B. Ku?erová,,L.e.,0.362807967,0.239893609,0.491396839,0.608716427,0.738344861,0.841953677,Šmarda et al. 2014,n,Šmarda et al. 2019
287496-1,Nasturtium microphyllum,(Boenn.) Rchb.,Nasturtium microphyllum,(Boenn.) Rchb.,Nasturtium microphyllum (Boenn.) Rchb.,1.37,0.68,1336.65,668.33,167.08,8,64,40.81863077,"Prague Botanical Garden, Praha-Troja, Czech Republic, sample nr. 2012.05509 (originated from the Czech Republic)",,,,P. Šmarda,lh-1,L.e.,0.707237903,0.328846067,0.787746649,1.364374916,0.897885303,1.070133967,Šmarda et al. 2019,n,Šmarda et al. 2019
645356-1,Neottia nidus-avis,(L.) Rich.,Neottia nidus-avis,(L.) Rich.,Neottia nidus-avis (L.) Rich.,34.7,17.35,33933.32,16966.66,16966.66,2,36,45.81376485,"Czech Republic, Moravia, Jina?ovice (distr. Brno-venkov): SE slope of Velká Baba hill, 2.3 km NW of the church in Brno-?e?kovice, thermophilous acidophilous oak forest","49°15'35.8""N","16°33'11.8""E",418,P. Šmarda,,V.f.,1.123562511,0.752854763,1.458062854,3.074515243,0.770585787,NA,"Veselý et al. 2012, Šmarda et al. 2014",n,Šmarda et al. 2019
287664-1,Neslia paniculata,(L.) Desv.,Neslia paniculata,(L.) Desv.,Neslia paniculata (L.) Desv.,0.37,0.18,359.87,179.94,179.94,2,14,40.30734801,"Czech Republic, Moravia, Louka (distr. Hodonín): 1.1 km ESE of the church in the village, fallow field","48°54'42""N","17°30'09""E",255,P. Šmarda,lh-3,L.e.,0.195580716,0.20563897,0.212086858,0.512313325,0.922191535,0.625467664,Šmarda et al. 2019r36,n,Šmarda et al. 2019
30385379-2,Nuphar lutea,(L.) Sm.,Nuphar lutea,(L.) Sm.,Nuphar lutea (L.) Sm.,4.84,2.42,4730.72,2365.36,2365.36,2,34,40.96901903,"Czech Republic, Moravia, Horka nad Moravou (distr. Olomouc): 1.14 km ENE of the railway station, one of two ponds in the NE part of the village","49°38'31""N","17°12'57""E",215,O. Knápek,lh-3,G.m.,1.991245785,0.3378788,2.329375862,0.715914732,0.854840911,0.47195397,Šmarda et al. 2019,n,Šmarda et al. 2019
30385379-2,Nuphar lutea,(L.) Sm.,Nuphar lutea,(L.) Sm.,Nuphar lutea (L.) Sm.,4.68,2.34,4576.4,2288.2,2288.2,2,34,40.75715225,"Botanical Garden of the Faculty of Science, Masaryk University, Brno, Czech Republic",,,,O. Knápek,lh-1,P.s.,0.615938324,0.732652394,0.583629887,0.369960048,1.055224118,0.881497457,Šmarda et al. 2019,n,Šmarda et al. 2019
605460-1,Nuphar pumila,(Timm) DC.,Nuphar pumila,(Timm) DC.,Nuphar pumila (Timm) DC.,4.44,2.22,4342.32,2171.16,2171.16,2,34,40.88199674,"Hortus Botanicus T?ebo?, Czech Republic (cultivation vat nr. 73)",,,,P. Šmarda,lh-1,P.s.,0.580461188,0.376422156,0.553778179,1.599014096,1.04832497,1.274751747,Šmarda et al. 2019,n,Šmarda et al. 2019
171158-2,Nymphaea alba,L.,Nymphaea alba,L.,Nymphaea alba L.,3.74,1.87,3661.12,1830.56,457.64,8,112,42.82722964,"Hortus Botanicus T?ebo?, Czech Republic (cultivation vat nr. 72)",,,,P. Šmarda,lh-1,G.m.,1.394090919,0.274141017,1.802713941,1.662931678,0.773459101,1.537425953,Šmarda et al. 2019,n,Šmarda et al. 2019
845226-1,Oenanthe aquatica,(L.) Poir.,Oenanthe aquatica,(L.) Poir.,Oenanthe aquatica (L.) Poir.,1.71,0.85,1667.98,833.99,833.99,2,22,38.45066289,"Czech Republic, Moravia, Olomouc-?ernovír (distr. Olomouc): 1.45 km NW of the Sbor Prokopa Holého church in ?ernovír, shore of a pond on the right bank of the Morava river","49°37'29""N","17°15'05""E",210,O. Knápek,lh-3,B.p.,0.570249219,1.372022821,0.539817625,1.954831729,1.056453754,0.588761115,Šmarda et al. 2019,n,Šmarda et al. 2019
845277-1,Oenanthe fistulosa,L.,Oenanthe fistulosa,L.,Oenanthe fistulosa L.,1.05,0.52,1026.09,513.04,513.04,2,22,37.6277271,"Hortus Botanicus T?ebo?, Czech Republic",,,,,lh-3,L.e.,0.638232663,0.259793153,0.604716693,1.708291812,1.055669353,1.824711959,Šmarda et al. 2019,n,Šmarda et al. 2019
172755-2,Oenothera biennis,L.,Oenothera biennis,L.,Oenothera biennis L.,2.09,1.04,2040.37,1020.18,1020.18,2,14,46.32145642,"Czech Republic, Moravia, St?elice (distr. Brno-venkov): 880 m ENE of the railway station, causeway of the railway siding","49°09'18""N","16°29'41""E",285,J. Danihelka,lh-1,B.p.,0.453922622,1.118316636,0.660337128,1.56147318,0.687702491,1.158285374,Šmarda et al. 2019,n,Šmarda et al. 2019
