kew_id,Number,PrimeValue,EntryNumberQualifier,taxon_name,taxon_name_Stace,authors_Stace,Full name,pg_2C,pg_1C,Mbp_2C,Mbp_1C,PublishedPloidyLevel,AcceptedPloidyLevel,PloidyFootnoteID,PublishedChromosomeNumber,AcceptedChromosomeNumber,ChromosomeFootnoteID,Lifecycle,NewAPGFamily,Order,HigherGroup,EstimationMethod,Standard species,Reference,Highest level,Peridophyte Group,from GB material,DB
77096291-1,720,TRUE,a,Sorbus leighensis T.C.G. Rich,Sorbus leighensis,T.C.G. Rich,Sorbus leighensis,2.296,1.148,1125.04,562.52,3,3,z,,,n,P,Rosaceae,Rosales,E,FC:PI,Oryza sativa cv. IR36,"Pellicer J, Clermont S, Houston L, Rich TCG, Fay MF. 2012.  Cytotype diversity in the Sorbus complex (Rosaceae) in Britain: sorting out the puzzle. Annals of Botany 110: 1185-1193",Angiosperm,,n,C-ValueDB
741824-1,720,TRUE,a,Sorbus leptophylla E.F. Warb.,Sorbus leptophylla,E.F. Warb.,Sorbus leptophylla,3.007,1.5035,1473.43,736.715,4,4,z,68,68,o,P,Rosaceae,Rosales,E,FC:PI,Oryza sativa cv. IR36,"Pellicer J, Clermont S, Houston L, Rich TCG, Fay MF. 2012.  Cytotype diversity in the Sorbus complex (Rosaceae) in Britain: sorting out the puzzle. Annals of Botany 110: 1185-1193",Angiosperm,,n,C-ValueDB
741826-1,720,TRUE,a,Sorbus leyana Willmott,Sorbus leyana,Willmott,Sorbus leyana,2.265,1.1325,1109.85,554.925,3,3,z,51,51,o,P,Rosaceae,Rosales,E,FC:PI,Oryza sativa cv. IR36,"Pellicer J, Clermont S, Houston L, Rich TCG, Fay MF. 2012.  Cytotype diversity in the Sorbus complex (Rosaceae) in Britain: sorting out the puzzle. Annals of Botany 110: 1185-1193",Angiosperm,,n,C-ValueDB
77096272-1,720,TRUE,a,Sorbus margaretae M. Proctor,Sorbus margaretae,M. Proctor,Sorbus margaretae,3.014,1.507,1476.86,738.43,4,4,z,68,68,o,P,Rosaceae,Rosales,E,FC:PI,Oryza sativa cv. IR36,"Pellicer J, Clermont S, Houston L, Rich TCG, Fay MF. 2012.  Cytotype diversity in the Sorbus complex (Rosaceae) in Britain: sorting out the puzzle. Annals of Botany 110: 1185-1193",Angiosperm,,n,C-ValueDB
741852-1,720,TRUE,a,Sorbus minima (Ley) Hedl.,Sorbus minima,(Ley) Hedl.,Sorbus minima,2.275,1.1375,1114.75,557.375,3,3,z,51,51,o,P,Rosaceae,Rosales,E,FC:PI,Oryza sativa cv. IR36,"Pellicer J, Clermont S, Houston L, Rich TCG, Fay MF. 2012.  Cytotype diversity in the Sorbus complex (Rosaceae) in Britain: sorting out the puzzle. Annals of Botany 110: 1185-1193",Angiosperm,,n,C-ValueDB
741856-1,720,TRUE,a,Sorbus mougeotii Soy.-Will.& Godr.,Sorbus mougeotii,Soy.-Will.& Godr.,Sorbus mougeotii,3.018,1.509,1478.82,739.41,4,4,z,68,68,o,P,Rosaceae,Rosales,E,FC:PI,Oryza sativa cv. IR36,"Pellicer J, Clermont S, Houston L, Rich TCG, Fay MF. 2012.  Cytotype diversity in the Sorbus complex (Rosaceae) in Britain: sorting out the puzzle. Annals of Botany 110: 1185-1193",Angiosperm,,n,C-ValueDB
77100854-1,720,TRUE,a,Sorbus parviloba T.C.G. Rich,Sorbus parviloba,T.C.G. Rich,Sorbus parviloba,3.011,1.5055,1475.39,737.695,4,4,z,,,n,P,Rosaceae,Rosales,E,FC:PI,Oryza sativa cv. IR36,"Pellicer J, Clermont S, Houston L, Rich TCG, Fay MF. 2012.  Cytotype diversity in the Sorbus complex (Rosaceae) in Britain: sorting out the puzzle. Annals of Botany 110: 1185-1193",Angiosperm,,n,C-ValueDB
741905-1,720,TRUE,a,Sorbus porrigentiformis E.F. Warb.,Sorbus porrigentiformis,E.F. Warb.,Sorbus porrigentiformis,3.018,1.509,1478.82,739.41,4,4,z,68,68,o,P,Rosaceae,Rosales,E,FC:PI,Oryza sativa cv. IR36,"Pellicer J, Clermont S, Houston L, Rich TCG, Fay MF. 2012.  Cytotype diversity in the Sorbus complex (Rosaceae) in Britain: sorting out the puzzle. Annals of Botany 110: 1185-1193",Angiosperm,,n,C-ValueDB
741951-1,720,TRUE,a,Sorbus rupicola (Syme) Hedl.,Sorbus rupicola,(Syme) Hedl.,Sorbus rupicola,3.068,1.534,1503.32,751.66,4,4,z,68,68,o,P,Rosaceae,Rosales,E,FC:PI,Oryza sativa cv. IR36,"Pellicer J, Clermont S, Houston L, Rich TCG, Fay MF. 2012.  Cytotype diversity in the Sorbus complex (Rosaceae) in Britain: sorting out the puzzle. Annals of Botany 110: 1185-1193",Angiosperm,,n,C-ValueDB
77100853-1,720,TRUE,a,Sorbus rupicoloides T.C.G. Rich & L. Houston,Sorbus rupicoloides,T.C.G. Rich & L. Houston,Sorbus rupicoloides,3.013,1.5065,1476.37,738.185,4,4,z,,,n,P,Rosaceae,Rosales,E,FC:PI,Oryza sativa cv. IR36,"Pellicer J, Clermont S, Houston L, Rich TCG, Fay MF. 2012.  Cytotype diversity in the Sorbus complex (Rosaceae) in Britain: sorting out the puzzle. Annals of Botany 110: 1185-1193",Angiosperm,,n,C-ValueDB
77100855-1,720,TRUE,a,Sorbus saxicola T.C.G. Rich,Sorbus saxicola,T.C.G. Rich,Sorbus saxicola,2.247,1.1235,1101.03,550.515,3,3,z,,,n,P,Rosaceae,Rosales,E,FC:PI,Oryza sativa cv. IR36,"Pellicer J, Clermont S, Houston L, Rich TCG, Fay MF. 2012.  Cytotype diversity in the Sorbus complex (Rosaceae) in Britain: sorting out the puzzle. Annals of Botany 110: 1185-1193",Angiosperm,,n,C-ValueDB
77096275-1,720,TRUE,a,Sorbus stenophylla M. Proctor,Sorbus stenophylla,M. Proctor,Sorbus stenophylla,3.696,1.848,1811.04,905.52,5,5,z,,,n,P,Rosaceae,Rosales,E,FC:PI,Oryza sativa cv. IR36,"Pellicer J, Clermont S, Houston L, Rich TCG, Fay MF. 2012.  Cytotype diversity in the Sorbus complex (Rosaceae) in Britain: sorting out the puzzle. Annals of Botany 110: 1185-1193",Angiosperm,,n,C-ValueDB
741989-1,720,TRUE,a,Sorbus subcuneata Wilmott.,Sorbus subcuneata,Wilmott.,Sorbus subcuneata,2.346,1.173,1149.54,574.77,3,3,z,51,51,o,P,Rosaceae,Rosales,E,FC:PI,Oryza sativa cv. IR36,"Pellicer J, Clermont S, Houston L, Rich TCG, Fay MF. 2012.  Cytotype diversity in the Sorbus complex (Rosaceae) in Britain: sorting out the puzzle. Annals of Botany 110: 1185-1193",Angiosperm,,n,C-ValueDB
742021-1,720,TRUE,a2,Sorbus torminalis (L.) Crantz,Sorbus torminalis,(L.) Crantz,Sorbus torminalis,1.612,0.806,789.88,394.94,2,2,z,34,34,o,P,Rosaceae,Rosales,E,FC:PI,Oryza sativa cv. IR36,"Pellicer J, Clermont S, Houston L, Rich TCG, Fay MF. 2012.  Cytotype diversity in the Sorbus complex (Rosaceae) in Britain: sorting out the puzzle. Annals of Botany 110: 1185-1193",Angiosperm,,n,C-ValueDB
742021-1,634,TRUE,a3,Sorbus torminalis (L.) Crantz,Sorbus torminalis,(L.) Crantz,Sorbus torminalis,2.24,1.12,1097.6,548.8,3,3,,51,51,,P,Rosaceae,Rosales,E,FC:PI,Solanum lycopersicum cv. 'Roma',"Siljak-Yakovlev S, Pustahija F, Šolic EM, Bogunic F, Muratovic E, Bašic N, Catrice O, Brown SC. 2010. Towards a genome size and chromosome number database of Balkan flora: C-values in 343 taxa with novel values for 242. Advanced Science Letters 3: 190-213",Angiosperm,,n,C-ValueDB
742045-1,720,TRUE,a,Sorbus vexans E.F. Warb.,Sorbus vexans,E.F. Warb.,Sorbus vexans,3.024,1.512,1481.76,740.88,4,4,z,68,68,o,P,Rosaceae,Rosales,E,FC:PI,Oryza sativa cv. IR36,"Pellicer J, Clermont S, Houston L, Rich TCG, Fay MF. 2012.  Cytotype diversity in the Sorbus complex (Rosaceae) in Britain: sorting out the puzzle. Annals of Botany 110: 1185-1193",Angiosperm,,n,C-ValueDB
742055-1,720,TRUE,a,Sorbus wilmottiana E.F. Warb.,Sorbus wilmottiana,E.F. Warb.,Sorbus wilmottiana,2.278,1.139,1116.22,558.11,3,3,z,51,51,o,P,Rosaceae,Rosales,E,FC:PI,Oryza sativa cv. IR36,"Pellicer J, Clermont S, Houston L, Rich TCG, Fay MF. 2012.  Cytotype diversity in the Sorbus complex (Rosaceae) in Britain: sorting out the puzzle. Annals of Botany 110: 1185-1193",Angiosperm,,n,C-ValueDB
836758-1,269.04,TRUE,a,Sparganium erectum L.,Sparganium erectum,L.,Sparganium erectum,1,0.5,490,245,2,2,,30,30,,P,Typhaceae,Poales,M,Fe,Zea mays subsp. mays Va35,"Baum A, Kenton AY, Bennett MD. (pers. comm. 1989).",Angiosperm,,y,C-ValueDB
422425-1,894,TRUE,a,Spartina alterniflora Loisel.,Spartina alterniflora,Loisel.,Spartina alterniflora,4.36,2.18,2136.4,1068.2,6,6,,62,62,,P,Poaceae,Poales,M,FC:PI,,"Fortune PM, Schierenbeck K, Ayres D, Bortolus A, Catrice O, Brown S, Ainouche ML. 2008.  The enigmatic invasive Spartina densiflora: A history of hybridizations in a polyploidy context. Molecular Ecology 17: 4304-4316.",Angiosperm,,n,C-ValueDB
422426-1,58,TRUE,a,Spartina anglica C.E. Hubb.,Spartina anglica,C.E. Hubb.,Spartina anglica,11,5.5,5390,2695,,,z,122,122,o,P,Poaceae,Poales,M,Fe,Hordeum vulgare cv. 'Sultan',Barlow P. (pers. comm. 1981).,Angiosperm,,y,C-ValueDB
241121-2,894,TRUE,a,Spartina maritima (Curtis) Fernald,Spartina maritima,(Curtis) Fernald,Spartina maritima,3.85,1.925,1886.5,943.25,6,6,,60,60,,P,Poaceae,Poales,M,FC:PI,,"Fortune PM, Schierenbeck K, Ayres D, Bortolus A, Catrice O, Brown S, Ainouche ML. 2008.  The enigmatic invasive Spartina densiflora: A history of hybridizations in a polyploidy context. Molecular Ecology 17: 4304-4316.",Angiosperm,,n,C-ValueDB
422463-1,725,TRUE,a4,Spartina pectinata Bosc ex Link,Spartina pectinata,Bosc ex Link,Spartina pectinata,3.12,1.56,1528.8,764.4,4,4,,40,40,,P,Poaceae,Poales,M,FC:PI,Zea mays W22,"Kim S, Rayburn AL, Parrish A, Lee DK. 2012.  Cytogeographic distribution and genome size variation in Prairie Cordgrass (Spartina pectinata Bosc ex Link). Plant Molecular Biology Reporter 30: 1073-1079.",Angiosperm,,n,C-ValueDB
422463-1,725,TRUE,a6,Spartina pectinata Bosc ex Link,Spartina pectinata,Bosc ex Link,Spartina pectinata,4.66,2.33,2283.4,1141.7,6,6,,60,60,,P,Poaceae,Poales,M,FC:PI,Zea mays W22,"Kim S, Rayburn AL, Parrish A, Lee DK. 2012.  Cytogeographic distribution and genome size variation in Prairie Cordgrass (Spartina pectinata Bosc ex Link). Plant Molecular Biology Reporter 30: 1073-1079.",Angiosperm,,n,C-ValueDB
422463-1,725,TRUE,a8,Spartina pectinata Bosc ex Link,Spartina pectinata,Bosc ex Link,Spartina pectinata,6.12,3.06,2998.8,1499.4,8,8,,80,80,,P,Poaceae,Poales,M,FC:PI,Zea mays W22,"Kim S, Rayburn AL, Parrish A, Lee DK. 2012.  Cytogeographic distribution and genome size variation in Prairie Cordgrass (Spartina pectinata Bosc ex Link). Plant Molecular Biology Reporter 30: 1073-1079.",Angiosperm,,n,C-ValueDB
158725-1,375,TRUE,a,Spergula arvensis L.,Spergula arvensis,L.,Spergula arvensis,2.2,1.1,1078,539,,,p,18,18,,A,Caryophyllaceae,Caryophyllales,E,Fe,Hordeum vulgare cv. 'Sultan',"Bennett MD, Leitch IJ, Hanson L.  1998.  DNA amounts in two samples of angiosperm weeds.  Annals of Botany 82 (Supplement A): 121-134.",Angiosperm,,n,C-ValueDB
158983-1,781,TRUE,a,Spergularia rubra (L.) J. & C. Presl,Spergularia rubra,(L.) J. & C. Presl,Spergularia rubra,1.09,0.545,534.1,267.05,"2, 4, 6",,z,"18, 36, 54",,o,AP,Caryophyllaceae,Caryophyllales,E,FC:PI,Solanum lycopersicum 'Stupicke polni rane',"Loureiro J, Castro M, Cerca de Oliveira J, Mota L, Torices R. 2013 Genome size variation and polyploidy incidence in the alpine flora from Spain. Annales del Jardin Botánico de Madrid 70: 39-47.",Angiosperm,,n,C-ValueDB
30043519-2,721,TRUE,a,Spiraea alba Du Roi,Spiraea alba,Du Roi,Spiraea alba,1.4,0.7,686,343,,,p,,,n,P,Rosaceae,Rosales,E,FC:PI,Pisum sativum cv. 'Dwarf Gray Sugar',"Bai C, Alverson WS, Follansbee A, Waller DM. 2012.  New reports of nuclear DNA content for 407 U.S. plant species. Annals of Botany: 110:1623-1629",Angiosperm,,n,C-ValueDB
742175-1,634,TRUE,a,Spiraea chamaedryfolia L.,Spiraea chamaedryfolia,L.,Spiraea chamaedryfolia,0.9,0.45,441,220.5,,,p,,,n,P,Rosaceae,Rosales,E,FC:PI,Petunia hybrida cv. 'PxPc6',"Siljak-Yakovlev S, Pustahija F, Šolic EM, Bogunic F, Muratovic E, Bašic N, Catrice O, Brown SC. 2010. Towards a genome size and chromosome number database of Balkan flora: C-values in 343 taxa with novel values for 242. Advanced Science Letters 3: 190-213",Angiosperm,,n,C-ValueDB
658457-1,776,TRUE,a,Spiranthes spiralis (L.) Chevall.,Spiranthes spiralis,(L.) Chevall.,Spiranthes spiralis,7.73,3.865,3787.7,1893.85,2,2,,30,30,,P,Orchidaceae,Asparagales,M,FC:PI,Solanum lycopersicum cv. 'Montfavet',"Pustahija F, Brown SC, Bogunic F, Bašic N, Muratovic E, Ollier S, Hidalgo O, Bourge M, Stevanovic V, Sijak-Yakovev S. 2013.  Small genomes dominate in plants growing on serpentine soils in West Balkans, an exhaustive study of 8 habitats covering 308 taxa.",Angiosperm,,n,C-ValueDB
526250-1,400,TRUE,a,Spirodela polyrhiza (L.) Schleid.,Spirodela polyrhiza,(L.) Schleid.,Spirodela polyrhiza,0.595,0.2975,291.55,145.775,4,4,,80,80,,P,Araceae,Alismatales,M,Fe,Pisum sativum cv. 'Minerva Maple',"Geber G. 1989. Zur Karyosystematik der Lemnaceae. Ph. D. Thesis, University of Vienna, Vienna.",Angiosperm,,n,C-ValueDB
459901-1,634,TRUE,a,Stachys recta L.,Stachys recta,L.,Stachys recta,1.73,0.865,847.7,423.85,4,4,z,32,32,o,P,Lamiaceae,Lamiales,E,FC:PI,Petunia hybrida cv. 'PxPc6',"Siljak-Yakovlev S, Pustahija F, Šolic EM, Bogunic F, Muratovic E, Bašic N, Catrice O, Brown SC. 2010. Towards a genome size and chromosome number database of Balkan flora: C-values in 343 taxa with novel values for 242. Advanced Science Letters 3: 190-213",Angiosperm,,n,C-ValueDB
460020-1,634,TRUE,a,Stachys sylvatica L.,Stachys sylvatica,L.,Stachys sylvatica,2.56,1.28,1254.4,627.2,,,p,,,n,P,Lamiaceae,Lamiales,E,FC:PI,Solanum lycopersicum cv. 'Roma',"Siljak-Yakovlev S, Pustahija F, Šolic EM, Bogunic F, Muratovic E, Bašic N, Catrice O, Brown SC. 2010. Towards a genome size and chromosome number database of Balkan flora: C-values in 343 taxa with novel values for 242. Advanced Science Letters 3: 190-213",Angiosperm,,n,C-ValueDB
30197752-2,154,TRUE,a,Stellaria alsine Grimm,Stellaria alsine,Grimm,Stellaria alsine,1.6,0.8,784,392,,,p,-,,n,P,Caryophyllaceae,Caryophyllales,E,Fe,Senecio vulgaris (PBI population),Band SR. (pers. comm. 1984).,Angiosperm,,y,C-ValueDB
310207-2,776,TRUE,a,Stellaria graminea L.,Stellaria graminea,L.,Stellaria graminea,1.92,0.96,940.8,470.4,,,p,"26,39,40,42,52",,o,P,Caryophyllaceae,Caryophyllales,E,FC:PI,Petunia hybrida cv. 'PxPc6',"Pustahija F, Brown SC, Bogunic F, Bašic N, Muratovic E, Ollier S, Hidalgo O, Bourge M, Stevanovic V, Sijak-Yakovev S. 2013.  Small genomes dominate in plants growing on serpentine soils in West Balkans, an exhaustive study of 8 habitats covering 308 taxa.",Angiosperm,,n,C-ValueDB
307758-2,154,TRUE,a,Stellaria holostea L.,Stellaria holostea,L.,Stellaria holostea,3,1.5,1470,735,2,2,z,26,26,o,P,Caryophyllaceae,Caryophyllales,E,Fe,Senecio vulgaris (PBI population),Band SR. (pers. comm. 1984).,Angiosperm,,y,C-ValueDB
159330-1,1,TRUE,a,Stellaria media (L.) Vill.,Stellaria media,(L.) Vill.,Stellaria media,2,1,980,490,7,7,z,42,42,o,A,Caryophyllaceae,Caryophyllales,E,Fe,Hordeum vulgare cv. 'Sultan',Bennett MD. 1972.  Nuclear DNA content and minimum generation time in herbaceous plants.  Proceedings of the Royal Society of London Series B-Biological Sciences. 181:109-135,Angiosperm,,n,C-ValueDB
60471738-2,675,TRUE,a,Sternbergia lutea (L.) Ker-Gawl. ex Spreng.,Sternbergia lutea,(L.) Ker-Gawl. ex Spreng.,Sternbergia lutea,47.92040816,23.96020408,23481,11740.5,,,p,,,n,P,Amaryllidaceae,Asparagales,M,FC:PI,Vicia faba cv. 'Inovec',"Veselý P, Bureš P, Šmarda P., Pavlicek T. 2012. Genome size and DNA base composition of geophytes: the mirror of phenology and ecology? Annals of Botany 109: 65-75.",Angiosperm,,n,C-ValueDB
431936-1,466,TRUE,a,Stratiotes aloides L.,Stratiotes aloides,L.,Stratiotes aloides,9.9,4.95,4851,2425.5,,,p,-,,n,P,Hydrocharitaceae,Alismatales,M,FC:PI,Agave americana,"Zonneveld BJM, Leitch IJ, Bennett MD. 2005. First nuclear DNA amounts in more than 300 angiosperms. Annals of Botany 96: 229-244",Angiosperm,,n,C-ValueDB
1071140-2,580,TRUE,a,Suaeda maritima (L.) Dumort.,Suaeda maritima,(L.) Dumort.,Suaeda maritima,2.11,1.055,1033.9,516.95,4,4,z,36,36,o,A,Amaranthaceae,Caryophyllales,E,CIA,Pisum sativum cv. 'Kleine Rheinländerin',"Dolenc Koce J, Škondri? S, Ba?i? T, Dermastia M.  2008. Amounts of nuclear DNA in marine halophytes.  Aquatic Botany 89: 385-389.",Angiosperm,,n,C-ValueDB
320331-1,652,TRUE,a,Succisa pratensis Moench,Succisa pratensis,Moench,Succisa pratensis,5.554,2.777,2721.46,1360.73,2,2,z,20,20,o,,Caprifoliaceae,Dipsacales,E,FC:PI,Pisum sativum cv. 'Kleine Rheinländerin',"Temsch EM, Greilhuber J. 2010. Genome size in Dipsacaceae and Morina longifolia (Morinaceae). Plant Systematics and Evolution 289: 45-56.",Angiosperm,,n,C-ValueDB
149485-1,721,TRUE,a,Symphoricarpos albus (L.) S.F. Blake,Symphoricarpos albus,(L.) S.F. Blake,Symphoricarpos albus,2.91,1.455,1425.9,712.95,,,p,,,n,P,Caprifoliaceae,Dipsacales,E,FC:PI,Pisum sativum cv. 'Dwarf Gray Sugar',"Bai C, Alverson WS, Follansbee A, Waller DM. 2012.  New reports of nuclear DNA content for 407 U.S. plant species. Annals of Botany: 110:1623-1629",Angiosperm,,n,C-ValueDB
247114-2,721,TRUE,a,Symphyotrichum laeve (L.) Á. & D. Löve,Symphyotrichum laeve,(L.) Á. & D. Löve,Symphyotrichum laeve,4.6,2.3,2254,1127,,,p,,,n,P,Asteraceae,Asterales,E,FC:PI,Raphanus sativus cv. 'Cherry Belle',"Bai C, Alverson WS, Follansbee A, Waller DM. 2012.  New reports of nuclear DNA content for 407 U.S. plant species. Annals of Botany: 110:1623-1629",Angiosperm,,n,C-ValueDB
981841-1,880,TRUE,a,Symphyotrichum lanceolatum (Willd.) G.L. Nesom,Symphyotrichum lanceolatum,(Willd.) G.L. Nesom,Symphyotrichum lanceolatum,4.3,2.15,2107,1053.5,6,6,,,,n,P,Asteraceae,Asterales,E,FC:PI,Agave americana and Vinca minor pooled data,"Dirkse GM, Duistermaat H, Zonneveld BJM. 2014.  Morphology and genome weight of Symphyotrichum species (Asteraceae) along rivers in The Netherlands. New Journal of Botany 4: 134-142.",Angiosperm,,n,C-ValueDB
981863-1,721,TRUE,a,Symphyotrichum novae-angliae (L.) G.L. Nesom,Symphyotrichum novae-angliae,(L.) G.L. Nesom,Symphyotrichum novae-angliae,2.8,1.4,1372,686,,,p,,,n,P,Asteraceae,Asterales,E,FC:PI,Pisum sativum cv. 'Dwarf Gray Sugar',"Bai C, Alverson WS, Follansbee A, Waller DM. 2012.  New reports of nuclear DNA content for 407 U.S. plant species. Annals of Botany: 110:1623-1629",Angiosperm,,n,C-ValueDB
981879-1,721,TRUE,a,Symphyotrichum pilosum (Willd.) G.L. Nesom,Symphyotrichum pilosum,(Willd.) G.L. Nesom,Symphyotrichum pilosum,3.5,1.75,1715,857.5,,,p,,,n,P,Asteraceae,Asterales,E,FC:PI,Pisum sativum cv. 'Dwarf Gray Sugar',"Bai C, Alverson WS, Follansbee A, Waller DM. 2012.  New reports of nuclear DNA content for 407 U.S. plant species. Annals of Botany: 110:1623-1629",Angiosperm,,n,C-ValueDB
247116-2,721,TRUE,a,Symphyotrichum puniceum (L.) Á. & D. Löve,Symphyotrichum puniceum,(L.) Á. & D. Löve,Symphyotrichum puniceum,1.79,0.895,877.1,438.55,,,p,,,n,P,Asteraceae,Asterales,E,FC:PI,Pisum sativum cv. 'Dwarf Gray Sugar',"Bai C, Alverson WS, Follansbee A, Waller DM. 2012.  New reports of nuclear DNA content for 407 U.S. plant species. Annals of Botany: 110:1623-1629",Angiosperm,,n,C-ValueDB
120815-1,772,TRUE,a,Symphytum officinale L.,Symphytum officinale,L.,Symphytum officinale,3.886734694,1.943367347,1904.5,952.25,6,6,,,,n,P,Boraginaceae,Boraginales,E,FC:PI,Solanum lycopersicum 'Stupicke polni rane',"Veselý P, Bureš P, Šmarda P. 2013.  Nutrient reserves may allow for genome size increase: evidence from comparison of geophytes and their sister non-geophytic relatives. Annals of Botany 112: 1193-1200",Angiosperm,,n,C-ValueDB
120840-1,627,TRUE,a,Symphytum tuberosum L.,Symphytum tuberosum,L.,Symphytum tuberosum,5.49,2.745,2690.1,1345.05,8,8,,64,64,,P,Boraginaceae,Boraginales,E,FC:PI,Standards listed in paper - but does not say which standards were used for which plant.,"Temsch EM, Temsch W, Ehrendorfer-Schratt L, Greilhuber J. 2010. Heavy metal pollution, selection, and genome size: The species of the Žerjav study revisited with flow cytometry. Journal of Botany 2010:  596542",Angiosperm,,n,C-ValueDB
289009-2,634,TRUE,a,Syringa vulgaris L.,Syringa vulgaris,L.,Syringa vulgaris,2.4,1.2,1176,588,,,p,,,n,P,Oleaceae,Lamiales,E,FC:PI,Solanum lycopersicum cv. 'Roma',"Siljak-Yakovlev S, Pustahija F, Šolic EM, Bogunic F, Muratovic E, Bašic N, Catrice O, Brown SC. 2010. Towards a genome size and chromosome number database of Balkan flora: C-values in 343 taxa with novel values for 242. Advanced Science Letters 3: 190-213",Angiosperm,,n,C-ValueDB
252146-1,373,TRUE,a,Tagetes patula L.,Tagetes patula,L.,Tagetes patula,2.4,1.2,1176,588,4,4,z,48,48,o,A,Asteraceae,Asterales,E,FC:PI,Pisum sativum cv. 'Minerva Maple' ANO value,"Bennett MD, Price JP, Johnston S.  (pers. comm. 1999).",Angiosperm,,n,C-ValueDB
828035-1,563,TRUE,a,Tamarix africana Poir.,Tamarix africana,Poir.,Tamarix africana,3.3,1.65,1617,808.5,,,p,-,,n,P,Tamaricaceae,Caryophyllales,E,FC:PI,Zea mays cv. CE-777,"Loureiro J, Rodriguez E, Doležel J, Santos C. 2007. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of Botany 100: 875-888.",Angiosperm,,n,C-ValueDB
318926-1,675,TRUE,a,Tamus communis L.,Tamus communis,L.,Tamus communis,1.718367347,0.859183673,842,421,,,p,,,n,P,Dioscoreaceae,Dioscoreales,M,FC:PI,Carex acutiformis,"Veselý P, Bureš P, Šmarda P., Pavlicek T. 2012. Genome size and DNA base composition of geophytes: the mirror of phenology and ecology? Annals of Botany 109: 65-75.",Angiosperm,,n,C-ValueDB
249302-2,783,TRUE,a,Tanacetum balsamita L.,Tanacetum balsamita,L.,Tanacetum balsamita,21.44,10.72,10505.6,5252.8,,,p,"18, 36, 54",,o,P,Asteraceae,Asterales,E,FC:PI,Pisum sativum cv. 'Express Long',"Garcia S, Hidalgo O, Jakovljevi? I, Siljak-Yakovlev S, Vigo J, Garnatje T, Vallès J. 2013. New data on genome size in 128 Asteraceae species and subspecies, with first assessments for 40 genera, 3 tribes and 2 subfamilies. Plant Biosystems 147: 1219-1227.",Angiosperm,,n,C-ValueDB
252568-1,338,TRUE,a,Tanacetum vulgare L.,Tanacetum vulgare,L.,Tanacetum vulgare,7.8,3.9,3822,1911,2,2,,18,18,,P,Asteraceae,Asterales,E,FC:PI,Hordeum vulgare cv. 'Sultan',"Keskitalo M, Lindén A, Valkonen JPT.  1998.  Genetic and morphological diversity of Finnish tansy (Tanacetum vulgare L., Asteraceae).  Theoretical and Applied Genetics  96: 1141-1150.",Angiosperm,,n,C-ValueDB
30052311-2,,,,Taxodium distichum (L.) Rich,Taxodium distichum,(L.) Rich,Taxodium distichum,19.9406953,9.970347648,9751,4875.5,,,,,,,,Cupressaceae,Conifers II,,,,,Gymnosperm,,NA,C-ValueDB
306036-2,,,,Taxus baccata L.,Taxus baccata,L.,Taxus baccata,22.14519427,11.07259714,10829,5414.5,,,,,,,,Taxaceae,Conifers II,,,,,Gymnosperm,,NA,C-ValueDB
460717-1,154,TRUE,a,Teucrium scorodonia L.,Teucrium scorodonia,L.,Teucrium scorodonia,2.4,1.2,1176,588,2,2,z,34,34,o,P,Lamiaceae,Lamiales,E,Fe,Senecio vulgaris (PBI population),Band SR. (pers. comm. 1984).,Angiosperm,,y,C-ValueDB
714201-1,784,TRUE,a,Thalictrum alpinum L.,Thalictrum alpinum,L.,Thalictrum alpinum,1.102,0.551,539.98,269.99,2,2,z,14,14,o,P,Ranunculaceae,Ranunculales,E,FC:PI,Gallus,"Soza VL, Haworth KL, Di Stilio VS. 2013.  Timing and consequences of recurrent polyploidy in Meadow-Rues (Thalictrum, Ranunculaceae). Molecular Biology and Evolution 30: 1940-1954.",Angiosperm,,n,C-ValueDB
714234-1,784,TRUE,a,Thalictrum aquilegiifolium L.,Thalictrum aquilegiifolium,L.,Thalictrum aquilegiifolium,1.444,0.722,707.56,353.78,,,p,,,n,P,Ranunculaceae,Ranunculales,E,FC:PI,Gallus,"Soza VL, Haworth KL, Di Stilio VS. 2013.  Timing and consequences of recurrent polyploidy in Meadow-Rues (Thalictrum, Ranunculaceae). Molecular Biology and Evolution 30: 1940-1954.",Angiosperm,,n,C-ValueDB
714372-1,784,TRUE,a,Thalictrum delavayi Franch.,Thalictrum delavayi,Franch.,Thalictrum delavayi,1.54,0.77,754.6,377.3,4,4,,28,28,,P,Ranunculaceae,Ranunculales,E,FC:PI,Gallus,"Soza VL, Haworth KL, Di Stilio VS. 2013.  Timing and consequences of recurrent polyploidy in Meadow-Rues (Thalictrum, Ranunculaceae). Molecular Biology and Evolution 30: 1940-1954.",Angiosperm,,n,C-ValueDB
302852-2,784,TRUE,a,Thalictrum flavum L.,Thalictrum flavum,L.,Thalictrum flavum,1.61,0.805,788.9,394.45,,,p,,,n,P,Ranunculaceae,Ranunculales,E,FC:PI,Gallus,"Soza VL, Haworth KL, Di Stilio VS. 2013.  Timing and consequences of recurrent polyploidy in Meadow-Rues (Thalictrum, Ranunculaceae). Molecular Biology and Evolution 30: 1940-1954.",Angiosperm,,n,C-ValueDB
